"Velocity:0","Velocity:1","Velocity:2","Points:0","Points:1","Points:2"
0,0,0,0.09,-0,0
0,0,0,0.09,0.002,0
0,0,0,0.091,-0,0
0,0,0,0.091,0.002,0
0,0,0,0.092,-0,0
0,0,0,0.092,0.002,0
0,0,0,0.093,-0,0
0,0,0,0.093,0.002,0
0,0,0,0.094,-0,0
0,0,0,0.094,0.002,0
0,0,0,0.095,-0,0
0,0,0,0.095,0.002,0
0,0,0,0.096,-0,0
0,0,0,0.096,0.002,0
0,0,0,0.097,-0,0
0,0,0,0.097,0.002,0
0,0,0,0.098,-0,0
0,0,0,0.098,0.002,0
0,0,0,0.099,-0,0
0,0,0,0.099,0.002,0
0,0,0,0.1,-0,0
0,0,0,0.1,0.002,0
0,0,0,0.101,-0,0
0,0,0,0.101,0.002,0
0,0,0,0.102,-0,0
0,0,0,0.102,0.002,0
0,0,0,0.103,-0,0
0,0,0,0.103,0.002,0
0,0,0,0.104,-0,0
0,0,0,0.104,0.002,0
0,0,0,0.105,-0,0
0,0,0,0.105,0.002,0
0,0,0,0.106,-0,0
0,0,0,0.106,0.002,0
0,0,0,0.107,-0,0
0,0,0,0.107,0.002,0
0,0,0,0.108,-0,0
0,0,0,0.108,0.002,0
0,0,0,0.109,-0,0
0,0,0,0.109,0.002,0
0,0,0,0.11,-0,0
0,0,0,0.11,0.002,0
0,0,0,0.111,-0,0
0,0,0,0.111,0.002,0
0,0,0,0.112,-0,0
0,0,0,0.112,0.002,0
0,0,0,0.113,-0,0
0,0,0,0.113,0.002,0
0,0,0,0.114,-0,0
0,0,0,0.114,0.002,0
0,0,0,0.115,-0,0
0,0,0,0.115,0.002,0
0,0,0,0.116,-0,0
0,0,0,0.116,0.002,0
0,0,0,0.117,-0,0
0,0,0,0.117,0.002,0
0,0,0,0.118,-0,0
0,0,0,0.118,0.002,0
0,0,0,0.119,-0,0
0,0,0,0.119,0.002,0
0,0,0,0.12,-0,0
0,0,0,0.12,0.002,0
0,0,0,0.121,-0,0
0,0,0,0.121,0.002,0
0,0,0,0.122,-0,0
0,0,0,0.122,0.002,0
0,0,0,0.123,-0,0
0,0,0,0.123,0.002,0
0,0,0,0.124,-0,0
0,0,0,0.124,0.002,0
0,0,0,0.125,-0,0
0,0,0,0.125,0.002,0
0,0,0,0.126,-0,0
0,0,0,0.126,0.002,0
0,0,0,0.127,-0,0
0,0,0,0.127,0.002,0
0,0,0,-0,0.064,0
0,0,0,-0,0.065,0
0,0,0,-0,0.066,0
0,0,0,-0,0.067,0
0,0,0,0.002,0.064,0
0,0,0,0.002,0.065,0
0,0,0,0.002,0.066,0
0,0,0,0.002,0.067,0
0,0,0,-0,0.068,0
0,0,0,-0,0.069,0
0,0,0,-0,0.07,0
0,0,0,-0,0.071,0
0,0,0,0.002,0.068,0
0,0,0,0.002,0.069,0
0,0,0,0.002,0.07,0
0,0,0,0.002,0.071,0
0,0,0,-0,0.072,0
0,0,0,-0,0.073,0
0,0,0,-0,0.074,0
0,0,0,-0,0.075,0
0,0,0,0.002,0.072,0
0,0,0,0.002,0.073,0
0,0,0,0.002,0.074,0
0,0,0,0.002,0.075,0
0,0,0,-0,0.076,0
0,0,0,-0,0.077,0
0,0,0,-0,0.078,0
0,0,0,-0,0.079,0
0,0,0,0.002,0.076,0
0,0,0,0.002,0.077,0
0,0,0,0.002,0.078,0
0,0,0,0.002,0.079,0
0,0,0,-0,0.08,0
0,0,0,-0,0.081,0
0,0,0,-0,0.082,0
0,0,0,-0,0.083,0
0,0,0,0.002,0.08,0
0,0,0,0.002,0.081,0
0,0,0,0.002,0.082,0
0,0,0,0.002,0.083,0
0,0,0,-0,0.084,0
0,0,0,-0,0.085,0
0,0,0,-0,0.086,0
0,0,0,-0,0.087,0
0,0,0,0.002,0.084,0
0,0,0,0.002,0.085,0
0,0,0,0.002,0.086,0
0,0,0,0.002,0.087,0
0,0,0,-0,0.088,0
0,0,0,-0,0.089,0
0,0,0,-0,0.09,0
0,0,0,-0,0.091,0
0,0,0,0.002,0.088,0
0,0,0,0.002,0.089,0
0,0,0,0.002,0.09,0
0,0,0,0.002,0.091,0
0,0,0,-0,0.092,0
0,0,0,-0,0.093,0
0,0,0,-0,0.094,0
0,0,0,-0,0.095,0
0,0,0,0.002,0.092,0
0,0,0,0.002,0.093,0
0,0,0,0.002,0.094,0
0,0,0,0.002,0.095,0
0,0,0,-0,0.096,0
0,0,0,-0,0.097,0
0,0,0,-0,0.098,0
0,0,0,-0,0.099,0
0,0,0,0.002,0.096,0
0,0,0,0.002,0.097,0
0,0,0,0.002,0.098,0
0,0,0,0.002,0.099,0
0,0,0,-0,0.1,0
0,0,0,-0,0.101,0
0,0,0,-0,0.102,0
0,0,0,-0,0.103,0
0,0,0,0.002,0.1,0
0,0,0,0.002,0.101,0
0,0,0,0.002,0.102,0
0,0,0,0.002,0.103,0
0,0,0,-0,0.104,0
0,0,0,-0,0.105,0
0,0,0,-0,0.106,0
0,0,0,-0,0.107,0
0,0,0,0.002,0.104,0
0,0,0,0.002,0.105,0
0,0,0,0.002,0.106,0
0,0,0,0.002,0.107,0
0,0,0,-0,0.108,0
0,0,0,-0,0.109,0
0,0,0,-0,0.11,0
0,0,0,-0,0.111,0
0,0,0,0.002,0.108,0
0,0,0,0.002,0.109,0
0,0,0,0.002,0.11,0
0,0,0,0.002,0.111,0
0,0,0,-0,0.112,0
0,0,0,-0,0.113,0
0,0,0,-0,0.114,0
0,0,0,-0,0.115,0
0,0,0,0.002,0.112,0
0,0,0,0.002,0.113,0
0,0,0,0.002,0.114,0
0,0,0,0.002,0.115,0
0,0,0,-0,0.116,0
0,0,0,-0,0.117,0
0,0,0,-0,0.118,0
0,0,0,-0,0.119,0
0,0,0,0.002,0.116,0
0,0,0,0.002,0.117,0
0,0,0,0.002,0.118,0
0,0,0,0.002,0.119,0
0,0,0,-0,0.12,0
0,0,0,-0,0.121,0
0,0,0,-0,0.122,0
0,0,0,-0,0.123,0
0,0,0,0.002,0.12,0
0,0,0,0.002,0.121,0
0,0,0,0.002,0.122,0
0,0,0,0.002,0.123,0
0,0,0,-0,0.124,0
0,0,0,-0,0.125,0
0,0,0,-0,0.126,0
0,0,0,-0,0.127,0
0,0,0,0.002,0.124,0
0,0,0,0.002,0.125,0
0,0,0,0.002,0.126,0
0,0,0,0.002,0.127,0
0,0,0,0.128,-0,0
0,0,0,0.128,0.002,0
0,0,0,0.129,-0,0
0,0,0,0.129,0.002,0
0,0,0,0.13,-0,0
0,0,0,0.13,0.002,0
0,0,0,0.131,-0,0
0,0,0,0.131,0.002,0
0,0,0,0.132,-0,0
0,0,0,0.132,0.002,0
0,0,0,0.133,-0,0
0,0,0,0.133,0.002,0
0,0,0,0.134,-0,0
0,0,0,0.134,0.002,0
0,0,0,0.135,-0,0
0,0,0,0.135,0.002,0
0,0,0,0.136,-0,0
0,0,0,0.136,0.002,0
0,0,0,0.137,-0,0
0,0,0,0.137,0.002,0
0,0,0,0.138,-0,0
0,0,0,0.138,0.002,0
0,0,0,0.139,-0,0
0,0,0,0.139,0.002,0
0,0,0,0.14,-0,0
0,0,0,0.14,0.002,0
0,0,0,0.141,-0,0
0,0,0,0.141,0.002,0
0,0,0,0.142,-0,0
0,0,0,0.142,0.002,0
0,0,0,0.143,-0,0
0,0,0,0.143,0.002,0
0,0,0,0.144,-0,0
0,0,0,0.144,0.002,0
0,0,0,0.145,-0,0
0,0,0,0.145,0.002,0
0,0,0,0.146,-0,0
0,0,0,0.146,0.002,0
0,0,0,0.147,-0,0
0,0,0,0.147,0.002,0
0,0,0,0.148,-0,0
0,0,0,0.148,0.002,0
0,0,0,0.149,-0,0
0,0,0,0.149,0.002,0
0,0,0,0.15,-0,0
0,0,0,0.15,0.002,0
0,0,0,0.151,-0,0
0,0,0,0.151,0.002,0
0,0,0,0.152,-0,0
0,0,0,0.152,0.002,0
0,0,0,0.153,-0,0
0,0,0,0.153,0.002,0
0,0,0,0.154,-0,0
0,0,0,0.154,0.002,0
0,0,0,0.155,-0,0
0,0,0,0.155,0.002,0
0,0,0,0.156,-0,0
0,0,0,0.156,0.002,0
0,0,0,0.157,-0,0
0,0,0,0.157,0.002,0
0,0,0,0.158,-0,0
0,0,0,0.158,0.002,0
0,0,0,0.159,-0,0
0,0,0,0.159,0.002,0
0,0,0,0.16,-0,0
0,0,0,0.16,0.002,0
0,0,0,0.161,-0,0
0,0,0,0.161,0.002,0
0,0,0,0.162,-0,0
0,0,0,0.162,0.002,0
0,0,0,0.163,-0,0
0,0,0,0.163,0.002,0
0,0,0,0.164,-0,0
0,0,0,0.164,0.002,0
0,0,0,0.165,-0,0
0,0,0,0.165,0.002,0
0,0,0,0.166,-0,0
0,0,0,0.166,0.002,0
0,0,0,0.167,-0,0
0,0,0,0.167,0.002,0
0,0,0,0.168,-0,0
0,0,0,0.168,0.002,0
0,0,0,0.169,-0,0
0,0,0,0.169,0.002,0
0,0,0,0.17,-0,0
0,0,0,0.17,0.002,0
0,0,0,0.171,-0,0
0,0,0,0.171,0.002,0
0,0,0,0.172,-0,0
0,0,0,0.172,0.002,0
0,0,0,0.173,-0,0
0,0,0,0.173,0.002,0
0,0,0,0.174,-0,0
0,0,0,0.174,0.002,0
0,0,0,0.175,-0,0
0,0,0,0.175,0.002,0
0,0,0,0.176,-0,0
0,0,0,0.176,0.002,0
0,0,0,0.177,-0,0
0,0,0,0.177,0.002,0
0,0,0,0.178,-0,0
0,0,0,0.178,0.002,0
0,0,0,0.179,-0,0
0,0,0,0.179,0.002,0
0,0,0,0.18,-0,0
0,0,0,0.18,0.002,0
0,0,0,0.181,-0,0
0,0,0,0.181,0.002,0
0,0,0,0.182,-0,0
0,0,0,0.182,0.002,0
0,0,0,0.183,-0,0
0,0,0,0.183,0.002,0
0,0,0,0.184,-0,0
0,0,0,0.184,0.002,0
0,0,0,0.185,-0,0
0,0,0,0.185,0.002,0
0,0,0,0.186,-0,0
0,0,0,0.186,0.002,0
0,0,0,0.187,-0,0
0,0,0,0.187,0.002,0
0,0,0,0.188,-0,0
0,0,0,0.188,0.002,0
0,0,0,0.189,-0,0
0,0,0,0.189,0.002,0
0,0,0,0.19,-0,0
0,0,0,0.19,0.002,0
0,0,0,0.191,-0,0
0,0,0,0.191,0.002,0
0,0,0,0.192,-0,0
0,0,0,0.192,0.002,0
0,0,0,0.193,-0,0
0,0,0,0.193,0.002,0
0,0,0,0.194,-0,0
0,0,0,0.194,0.002,0
0,0,0,0.195,-0,0
0,0,0,0.195,0.002,0
0,0,0,0.196,-0,0
0,0,0,0.196,0.002,0
0,0,0,0.197,-0,0
0,0,0,0.197,0.002,0
0,0,0,0.198,-0,0
0,0,0,0.198,0.002,0
0,0,0,0.199,-0,0
0,0,0,0.199,0.002,0
0,0,0,0.2,-0,0
0,0,0,0.2,0.002,0
0,0,0,0.201,-0,0
0,0,0,0.201,0.002,0
0,0,0,0.202,-0,0
0,0,0,0.202,0.002,0
0,0,0,0.203,-0,0
0,0,0,0.203,0.002,0
0,0,0,0.204,-0,0
0,0,0,0.204,0.002,0
0,0,0,0.205,-0,0
0,0,0,0.205,0.002,0
0,0,0,0.206,-0,0
0,0,0,0.206,0.002,0
0,0,0,0.207,-0,0
0,0,0,0.207,0.002,0
0,0,0,0.208,-0,0
0,0,0,0.208,0.002,0
0,0,0,0.209,-0,0
0,0,0,0.209,0.002,0
0,0,0,0.21,-0,0
0,0,0,0.21,0.002,0
0,0,0,0.211,-0,0
0,0,0,0.211,0.002,0
0,0,0,0.212,-0,0
0,0,0,0.212,0.002,0
0,0,0,0.213,-0,0
0,0,0,0.213,0.002,0
0,0,0,0.214,-0,0
0,0,0,0.214,0.002,0
0,0,0,0.215,-0,0
0,0,0,0.215,0.002,0
0,0,0,0.216,-0,0
0,0,0,0.216,0.002,0
0,0,0,0.217,-0,0
0,0,0,0.217,0.002,0
0,0,0,0.218,-0,0
0,0,0,0.218,0.002,0
0,0,0,0.219,-0,0
0,0,0,0.219,0.002,0
0,0,0,0.22,-0,0
0,0,0,0.22,0.002,0
0,0,0,0.221,-0,0
0,0,0,0.221,0.002,0
0,0,0,0.222,-0,0
0,0,0,0.222,0.002,0
0,0,0,0.223,-0,0
0,0,0,0.223,0.002,0
0,0,0,0.224,-0,0
0,0,0,0.224,0.002,0
0,0,0,0.225,-0,0
0,0,0,0.225,0.002,0
0,0,0,0.226,-0,0
0,0,0,0.226,0.002,0
0,0,0,0.227,-0,0
0,0,0,0.227,0.002,0
0,0,0,0.228,-0,0
0,0,0,0.228,0.002,0
0,0,0,0.229,-0,0
0,0,0,0.229,0.002,0
0,0,0,0.23,-0,0
0,0,0,0.23,0.002,0
0,0,0,0.231,-0,0
0,0,0,0.231,0.002,0
0,0,0,0.232,-0,0
0,0,0,0.232,0.002,0
0,0,0,0.233,-0,0
0,0,0,0.233,0.002,0
0,0,0,0.234,-0,0
0,0,0,0.234,0.002,0
0,0,0,0.235,-0,0
0,0,0,0.235,0.002,0
0,0,0,0.236,-0,0
0,0,0,0.236,0.002,0
0,0,0,0.237,-0,0
0,0,0,0.237,0.002,0
0,0,0,0.238,-0,0
0,0,0,0.238,0.002,0
0,0,0,0.239,-0,0
0,0,0,0.239,0.002,0
0,0,0,0.24,-0,0
0,0,0,0.24,0.002,0
0,0,0,0.241,-0,0
0,0,0,0.241,0.002,0
0,0,0,0.242,-0,0
0,0,0,0.242,0.002,0
0,0,0,0.243,-0,0
0,0,0,0.243,0.002,0
0,0,0,0.244,-0,0
0,0,0,0.244,0.002,0
0,0,0,0.245,-0,0
0,0,0,0.245,0.002,0
0,0,0,0.246,-0,0
0,0,0,0.246,0.002,0
0,0,0,0.247,-0,0
0,0,0,0.247,0.002,0
0,0,0,0.248,-0,0
0,0,0,0.248,0.002,0
0,0,0,0.249,-0,0
0,0,0,0.249,0.002,0
0,0,0,0.25,-0,0
0,0,0,0.25,0.002,0
0,0,0,0.251,-0,0
0,0,0,0.251,0.002,0
0,0,0,0.252,-0,0
0,0,0,0.252,0.002,0
0,0,0,0.253,-0,0
0,0,0,0.253,0.002,0
0,0,0,0.254,-0,0
0,0,0,0.254,0.002,0
0,0,0,0.255,-0,0
0,0,0,0.255,0.002,0
0,0,0,-0,0.128,0
0,0,0,-0,0.129,0
0,0,0,-0,0.13,0
0,0,0,-0,0.131,0
0,0,0,0.002,0.128,0
0,0,0,0.002,0.129,0
0,0,0,0.002,0.13,0
0,0,0,0.002,0.131,0
0,0,0,-0,0.132,0
0,0,0,-0,0.133,0
0,0,0,-0,0.134,0
0,0,0,-0,0.135,0
0,0,0,0.002,0.132,0
0,0,0,0.002,0.133,0
0,0,0,0.002,0.134,0
0,0,0,0.002,0.135,0
0,0,0,-0,0.136,0
0,0,0,-0,0.137,0
0,0,0,-0,0.138,0
0,0,0,-0,0.139,0
0,0,0,0.002,0.136,0
0,0,0,0.002,0.137,0
0,0,0,0.002,0.138,0
0,0,0,0.002,0.139,0
0,0,0,-0,0.14,0
0,0,0,-0,0.141,0
0,0,0,-0,0.142,0
0,0,0,-0,0.143,0
0,0,0,0.002,0.14,0
0,0,0,0.002,0.141,0
0,0,0,0.002,0.142,0
0,0,0,0.002,0.143,0
0,0,0,-0,0.144,0
0,0,0,-0,0.145,0
0,0,0,-0,0.146,0
0,0,0,-0,0.147,0
0,0,0,0.002,0.144,0
0,0,0,0.002,0.145,0
0,0,0,0.002,0.146,0
0,0,0,0.002,0.147,0
0,0,0,-0,0.148,0
0,0,0,-0,0.149,0
0,0,0,-0,0.15,0
0,0,0,-0,0.151,0
0,0,0,0.002,0.148,0
0,0,0,0.002,0.149,0
0,0,0,0.002,0.15,0
0,0,0,0.002,0.151,0
0,0,0,-0,0.152,0
0,0,0,-0,0.153,0
0,0,0,-0,0.154,0
0,0,0,-0,0.155,0
0,0,0,0.002,0.152,0
0,0,0,0.002,0.153,0
0,0,0,0.002,0.154,0
0,0,0,0.002,0.155,0
0,0,0,-0,0.156,0
0,0,0,-0,0.157,0
0,0,0,-0,0.158,0
0,0,0,-0,0.159,0
0,0,0,0.002,0.156,0
0,0,0,0.002,0.157,0
0,0,0,0.002,0.158,0
0,0,0,0.002,0.159,0
0,0,0,-0,0.16,0
0,0,0,-0,0.161,0
0,0,0,-0,0.162,0
0,0,0,-0,0.163,0
0,0,0,0.002,0.16,0
0,0,0,0.002,0.161,0
0,0,0,0.002,0.162,0
0,0,0,0.002,0.163,0
0,0,0,-0,0.164,0
0,0,0,-0,0.165,0
0,0,0,-0,0.166,0
0,0,0,-0,0.167,0
0,0,0,0.002,0.164,0
0,0,0,0.002,0.165,0
0,0,0,0.002,0.166,0
0,0,0,0.002,0.167,0
0,0,0,-0,0.168,0
0,0,0,-0,0.169,0
0,0,0,-0,0.17,0
0,0,0,-0,0.171,0
0,0,0,0.002,0.168,0
0,0,0,0.002,0.169,0
0,0,0,0.002,0.17,0
0,0,0,0.002,0.171,0
0,0,0,-0,0.172,0
0,0,0,-0,0.173,0
0,0,0,-0,0.174,0
0,0,0,-0,0.175,0
0,0,0,0.002,0.172,0
0,0,0,0.002,0.173,0
0,0,0,0.002,0.174,0
0,0,0,0.002,0.175,0
0,0,0,-0,0.176,0
0,0,0,-0,0.177,0
0,0,0,-0,0.178,0
0,0,0,-0,0.179,0
0,0,0,0.002,0.176,0
0,0,0,0.002,0.177,0
0,0,0,0.002,0.178,0
0,0,0,0.002,0.179,0
0,0,0,-0,0.18,0
0,0,0,-0,0.181,0
0,0,0,-0,0.182,0
0,0,0,-0,0.183,0
0,0,0,0.002,0.18,0
0,0,0,0.002,0.181,0
0,0,0,0.002,0.182,0
0,0,0,0.002,0.183,0
0,0,0,-0,0.184,0
0,0,0,-0,0.185,0
0,0,0,-0,0.186,0
0,0,0,-0,0.187,0
0,0,0,0.002,0.184,0
0,0,0,0.002,0.185,0
0,0,0,0.002,0.186,0
0,0,0,0.002,0.187,0
0,0,0,-0,0.188,0
0,0,0,-0,0.189,0
0,0,0,-0,0.19,0
0,0,0,-0,0.191,0
0,0,0,0.002,0.188,0
0,0,0,0.002,0.189,0
0,0,0,0.002,0.19,0
0,0,0,0.002,0.191,0
0,0,0,-0,0.192,0
0,0,0,-0,0.193,0
0,0,0,-0,0.194,0
0,0,0,-0,0.195,0
0,0,0,0.002,0.192,0
0,0,0,0.002,0.193,0
0,0,0,0.002,0.194,0
0,0,0,0.002,0.195,0
